brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
John Varvatos,amber fougere,john varvatos xx indigo john varvatos,"Mint, Pink Pepper, Lemon","Cardamom, Geranium, poppy","Patchouli, Vetiver, Musk",edt,aromatic,fresh spicy,green,warm spicy,woody,m,
John Varvatos,amber woody,john varvatos xx john varvatos,"Apple, Black Currant, Cardamom","Violet, Orange Blossom, Geranium","Coffee, Sandalwood, Cedar",edt,warm spicy,fruity,woody,coffee,powdery,m,
Givenchy,"amber floral, florienatal",l'interdit hair mist givenchy,"Pear, Bergamot","Tuberose, Orange Blossom, Jasmine","Ambroxan, Patchouli, Vanilla, Vetiver",hair mist,white floral,citrus,tuberose,amber,woody,f,
Givenchy,"amber floral, florienatal",l'interdit eau de parfum givenchy,"Pear, Bergamot","Tuberose, Orange Blossom, Jasmine","Ambroxan, Patchouli, Vanilla, Vetiver",edp,white floral,tuberose,sweet,woody,fruity,f,
Givenchy,floral fruity,irresistible givenchy,"Pear, Ambrette(Musk Mallow)","Rose, Iris","Musk, Cedar",edp,musky,fruity,rose,powdery,floral,f,
Givenchy,floral fruity,irresistible givenchy eau de toilette fraiche givenchy,"Orange, Pink Pepper","Rose, Iris","Musk, Cedar",edt,rose,citrus,musky,powdery,iris,f,
Givenchy,floral woody musk,irresistible hair mist givenchy,"Pear, Ambrette(Musk Mallow)","Rose, Iris","Musk, Cedar",hair mist,musky,fruity,floral,sweet,aquatic,f,
Givenchy,chypre floral,l'interdit nocturnal jasmine givenchy,Jasmine,Vetiver,Patchouli,edp,white floral,patchouli,woody,earthy,warm spicy,f,
Givenchy,floral,eaudemoiselle de givency eau florale givenchy,"Pear, Grapefruit","Hamanasu or Japanese Rose, Jasmine","Musk, Woody Notes",edt,rose,citrus,fruity,white floral,musky,f,
Givenchy,"amber floral, florienatal",l'interdit eau de parfum rouge givenchy,"Ginger, Blood Orange","Tuberose, Jasmine, Pimento Leaf","Sandalwood, Patchouli, Vetiver",edp,warm spicy,white floral,woody,tuberose,citrus,f,
Givenchy,floral fruity,irresistible givenchy eau de toilette givenchy,"Rose, Cassis","Rose, Iris","White Musk, Cedar",edt,musky,rose,powdery,woody,iris,f,
Givenchy,floral,eau de givenchy rosee givenchy,"Osmanthus, Mandarin Orange","Rose, Hyacinth, Jasmine","White Musk, Patchouli",edt,floral,rose,musky,aquatic,citrus,f,
Givenchy,floral fruity,live irresistible blossom crush givenchy,"Bitter Orange, Bergamot","Peony, Apple, Black Currant, Raspberry, Rose","Cacao, Vanilla, Musk, Cashmeran, Amberwood",edt,fruity,floral,fresh,rose,cacao,f,
Givenchy,floral fruity,live irresistible givenchy,"Pineapple, Rose, Tangerine, Grapefruit","Passionfruit, Pepper rose","Praline, Vanilla, Patchouli, Amber, Musk, Orris",edp,sweet,fruity,tropical,fresh spicy,fresh,f,
Givenchy,floral,very irresistible eau de parfum givenchy,"Star Anise, Pear, Apple","Rose, Peony, Magnolia","Rose, Vanilla, Patchouli",edp,floral,rose,anis,soft spicy,vanilla,f,
Givenchy,floral,eaudemoiselle de givenchy givenchy,"Lemon, Basil, Tangerine","Rose, Ylang Ylang","Musk, Ambrette(Musk Mallow), Tonka Bean",edt,citrus,rose,musky,aromatic,yellow floral,f,
Givenchy,woody aromatic,gentleman(2017) givenchy,"Pear,Cardamom, Pineapple","Iris, Lavender, Geranium","Leather, Vanilla, Patchouli",edt,Iris,fruity,sweet,lavender,powdery,m,
Givenchy,woody aromatic,gentleman eau de parfum givenchy,"Pepper, Lavender, Bergamot","Orris, Cloves, Cinnamon","Vanilla, Tolu Balsam, Tonka Bean, Benzoin, Patchouli",edp,warm spicy,powdery,amber,vanilla,iris,m,
Givenchy,woody,gentlemen only givenchy,"Pink Pepper, Mandarin, Birch Leaf, Nutmeg, Bergamot","Vetiver, Cedar, Patchouli, Violet Leaf, Elemi","Incense, Musk",edt,woody,smoky,citrus,aromatic,musky,m,
Givenchy,"amber floral, florienatal",l'interdit edition millesime givenchy,"Bitter Orange, Ginger","Orange Blossom, Neroli, Tuberose","Almond Milk, Patchouli, Vetiver, Musk",edp,white floral,citrus,tuberose,warm spicy,fresh,f,
Givenchy,floral woody musk,dahlia divin eau initiale givenchy,"Blood Orange, Bergamot","Magnolia, Lotus, Jasmine, Rose","Musk, Sandalwood",edt,floral,citrus,musky,powdery,white floral,f,
Givenchy,floral woody musk,l'interdit eau de toilette givenchy,Poppy,"Tuberose, Orange Blossom, Musk","Patchouli, Vetiver",edt,white floral,tuberose,woody,musky,patchouli,f,
Givenchy,chypre floral,live irresistible rosy crush givenchy,"Goji Berries, Pink Pepper, Orange, Lemon, Bergamot","Rose, Peony","Musk, Vanilla, Patchouli, Ambroxan",edp,rose,floral,musky,citrus,vanilla,f,
Givenchy,"amber floral, florienatal",dahlia divin givenchy,"Mirabelle, Citruses, Pink Pepper","Jasmine, Peach, Orange Blossom, Rose, Black Currant, Lily of the Valley, Apple","Patchouli, Sandalwood, Vetiver, Vanilla, White Musk, Cedar",edp,white floral,woody,fruity,sweet,patchouli,f,
Givenchy,floral,ange ou demon le secret(2014) givenchy,"Tea Leaf, Cranberry, Lemon, Grapefruit, Orange","Jasmine, Peony, Water lily, Hedione, Rose","White Musk, White Woods, Patchouli, Amberwood, Vanilla",edp,citrus,fresh,fruity,floral,green,f,
Givenchy,floral woody musk,les parfums mythiques le de givenchy,"Lily of the Valley, Corriander","Jasmine, Ylang Ylang, Rose","Sandalwood, Vetiver, Incense",edt,white floral,woody,aromatic,yellow floral,fresh,f,
Givenchy,"amber floral, florienatal",ange ou demon givenchy,"Saffron, Thyme, Mandarin Orange","Lily, Ylang Ylang, Orchid","Vanilla, Tonka Bean, Rosewood, Oakmoss",edp,vanilla,sweet,warm spicy,white floral,aromatic,f,
Givenchy,floral,hot couture givenchy,"Raspberry, Bergamot, Orange","Pepper, Vetiver, Magnolia","Sandalwood, Amber, Musk",edp,fruity,fresh spicy,sweet,woody,citrus,f,
Givenchy,floral fruity,hot couture eau de toilette givenchy,"Bergamot, Lemon","Raspberry, Spices, Strawberry, Magnolia, Rose, Tuberose","Vetiver, Amber, Musk",edt,fruity,sweet,warm spicy,rose,citrus,f,
Givenchy,"amber floral, florienatal",organza givenchy,"Nutmeg, Gardenia, Orange Flower, Bergamot, Green Notes","Tuberose, Walnut, Jasmine, Honeysuckle, Iris, Peony","Vanilla, Amber, Woody Notes, Guaiac Wood, Cedar",edp,white floral,woody,fresh spicy,vanilla,tuberose,f,
Givenchy,woody aromatic,gentleman eau de toilette intense givenchy,"Cardamom, Basil, Bergamot","Iris, Cypress","Coumarin, Cedar",edt,woody,aromatic,iris,fresh spicy,warm spicy,m,
Givenchy,chypre floral,ysatis givenchy,"Aldeyhydes, Ylang Ylang, Orange Blossom, Galbanum, Rosewood, Coconut, Bergamot, Mandarin Orange, Citruses","Tuberose, Jasmine, Narcissus, Carnation, Rum, Iris, Rose","Civet, Honey, Oakmoss, Sandalwood, Cloves, Amber, Patchouli, Musk, Vetiver, Laurels, Vanilla",edt,woody,white floral,sweet,yellow floral,animalic,f,
Givenchy,woody spicy,gentleman eau de parfum boisee givenchy,"Pepper, Geranium, Coriander","Iris, Cacao Pod, Cedar","Sandalwood, Woody Notes, Patchouli",edp,woody,warm spicy,powdery,iris,fresh spicy,m,
Givenchy,floral,amarige givenchy,"Orange Blossom, Peach, Plum, Neroi, Rosewood, Mandarin Orange, Violet","Tuberose, Mimosa, Gardenia, Ylang Ylang, Jasmine, Black locust, Carnation, Red Berries, Black Currant, Cassia, Rose, Orchid","Sandalwood, Woody Notes, Vanilla, Amber, Tonka Bean, Musk, Cedar",edt,white floral,sweet,yellow floral,woody,powdery,f,
Givenchy,woody aromatic,gentleman (1974) givenchy,"Honey, Cinnamon, Rose, Tarragon, Bergamot, Lemon","Patchouli, Cedar, Orris Root, Jasmine","Patchouli, Leather, Civet, Oakmoss, Vetiver, Musk, Amber, Vanilla",edt,woody,patchouli,earthy,animalic,warm spicy,m,
Givenchy,woody,les parfums mythiquea vetyver givenchy,"Vetiver, Bergamot","Vetiver, Coriander","Vetiver, Sandalwood",edt,aromatic,woody,earthy,citrus,soft spicy,m,
Givenchy,aromatic fougere,les parfums mythiquea xeryus givenchy,"Clary Sage, Basil",xxxx,"Exotic Woods, Amber",edt,aromatic,fresh spicy,amber,woody,soft spicy,m,
Givenchy,woody spicy,givenchy pour homme givenchy,"Mandarin Orange, Grapefruit, Coriander, Violet","Vetiver, Lavender","Cedar, Labdanum",edt,woody,citrus,aromatic,lavender,earthy,m,
Givenchy,woody spicy,givenchy pour homme blue label givenchy,"Grapefruit, Bergamot","Pepper, Lavender, Cardamom, Artemisia","Cedar, Vetiver, Olibanum",edt,fresh spicy,citrus,aromatic,woody,warm spicy,m,
Givenchy,amber woody,pi givenchy,"Mandarin Orange, Tarragon, Rosemary, Basil","Anise, Neroli, Geranium, Lily of the Valley","Vanilla, Almond, Tonka Bean, Benzoin, Cedar",edt,vanilla,sweet,amber,almond,aromatic,"m, uni",
Givenchy,amber fougere,xeryus rouge givenchy,"Cactus, Orange, Tarragon","Pimento, Geranium, Cedar","Sandalwood, Cedar, White Musk",edt,warm spicy,woody,aromatic,fresh spicy,green,m,
Givenchy,aromatic fruity,insence ultramarine givenchy,"Black Currant, Watermelon, Bergamot, Galbanum","Iris, Magnolia, Mint, Carnation, Cardamom, Lily of the Valley, Sage","Tobacco, Vetiver, Cedar",edt,aromatic,floral,green,fruity,woody,"m, uni",
Givenchy,floral fruity,very irresistible givenchy,"Anise, Cassia, Lemon Verbena","Rose, Peony, Magnolia",Taif Rose,edt,rose,floral,soft spicy,anis,fresh,f,
Givenchy,"amber floral, florienatal",l'interdit eau de parfum intense givenchy,Pepper,"Tuberose, Sesame, Orange Blossom","Vanilla, Patchouli, Vetiver",edp,white floral,vanilla,tuberose,patchouli,woody,f,
Givenchy,woody aromatic,gentleman cologne givenchy,"bergamot, lemon, petitgrain","Iris, Vetiver, Rosemary","Ambroxan, Musk",edt,citrus,aromatic,woody,iris,fresh spicy,"m, uni",
GN Perfume,woody spicy,agnes of god gnperfume,"Cloves, Green Notes","Neroli, Rose","Musk, Frankincense, Sandalwood",edt,fresh spicy,green,rose,musky,spicy,m,
GN Perfume,chypre floral,secret garden gnperfume,"Bamboo, Rosemary","Lavender, Orange Blossom",Musk,edt,green,aromatic,floral,musky,herbal,uni,
GN Perfume,citrus floral,wind flower gnperfume,"Lemon, Grapefruit, Lavender","Rose, Orange Blossom, Iris","Musk, Woody Notes, Powdery Notes",edt,soapy,aldehydic,citrus,floral,powdery,uni,
GN Perfume,fruity floral,narcisse garden gnperfume,"Lemon, Cassis",Narcissus,"Musk, Sandalwood",edt,citrus,fresh,floral,fruity,musky,"f, uni",
GN Perfume,aquatic musk,black men gnperfume,"Bergamot, Tangerine","Watery Notes, Lily of the Valley","Chocolate, Vanilla, White Musk",edt,cacao,vanilla,musky,aquatic,citrus,m,
GN Perfume,woody aromatic,diya gnperfume,"Cinnamon, Cardamom","Sandalwood, Cedar","Agarwood (oud), Musk",edt,woody,spicy,oud,musky,warm spicy,"m, uni",
GN Perfume,aromatic floral,nepente gnperfume,"Herbal Notes, Borage","Neroli, Rose","White Musk, Sandalwood",edt,green,aromatic,floral,soapy,powdery,"f, uni",
GN Perfume,floral,white gnperfume,"Geranium, Freesia",Rose,"Vanilla, Musk",edt,floral,freesia,rose,vanilla,musky,f,
GN Perfume,amber woody,black gold gnperfume,Bergamot,Lily of the Valley,"Sandalwood, Vanilla, Musk",edt,vanilla,woody,musky,xxxx,xxxx,uni,
Creed,chypre fruity,aventus creed,"Pineapple, Bergamot, Black Currant, Appe","Birch, Patchouli, Jasmine, Rose","Musk, Oakmoss, Ambergris, Vanilla",edp,fruity,sweet,leather,woody,smoky,m,
Creed,woody floral musk,green irish tweed creed,"Lemon Verbena, Iris",Violet Leaf,"Ambergris, Sandalwood",edp,citrus,ozonic,powdery,woody,amber,m,
Creed,aromatic fruity,aventus cologne creed,"Mandarin Orange, Ginger, Pink Pepper","Vetiver, Patchouli, Sandalwood","Musk, Birch, Tonka Bean, Styrax",cologne,citrus,woody,musky,warm spicy,leather,m,
Creed,aromatic,silver mountain water creed,"Bergamot, Mandarin Orange","Green Tea, Black Currant","Musk, Petitgrain, Sandalwood, Galbanum",edp,green,citrus,fruity,musky,woody,"m, uni",
Creed,woody spicy,original vetiver creed,"Bergamot, Ginger, Mandarin Orange","Vetiver, Sandalwood, Iris","Musk, Ambergris",edp,citrus,woody,aromatic,earthy,warm spicy,"m, uni",
Creed,woody aromatic,viking creed,"Pink Pepper, Mint, Bergamot, Lemon, Absinthe, Orange","Lavender, Rose, Clove, Allspice, Jasmine, Orris Root","Vetiver, Cedar, White Musk, Tonka Bean",edp,aromatic,woody,green,fresh spicy,citrus,m,
Creed,"amber floral, florienatal",love in white creed,Orange,"Magnolia, Narcissus, Rice, Jasmine, Iris, Rose","Ambergris, Sandalwood, Vanilla",edp,floral,citrus,yellow floral,white floral,powdery,f,
Creed,floral fruity gourmand,royal mayfair creed,"Pine Tree, Gin, Lime",Rose,"Eucalyptus, Cedar, Orange",edp,woody,aromatic,citrus,rose,camphor,"m, uni",
Creed,citrus,virgin island water creed,"Coconut, Lime, Bergamot, Sicilian Mandarin","Ginger, Ylang Ylang, Jasmine, Hibiscus","Rum, Sugar, Musk",edp,citrus,sweet,coconut,vanilla,lactonic,uni,
Creed,floral fruity,acqua fiorentina creed,"Apple, Plum","Bergamot, Lemon, Pear, Rose","Grapefruit, Cedar, Sandalwood",edp,citrus,fruity,woody,fresh,fresh spicy,f,
Creed,citrus aromatic,royal water creed,"Citruses, Mint","Juniper Berries, Basil","Musk, Ambergris",edp,fresh spicy,aromatic,green,citrus,fresh,"m, uni",
Creed,woody floral musk,millesime imperial creed,"Fruity Notes, Sea Salt","Lemon, Bergamot, Iris, Mandarin Orange","Sea Notes, Musk, Woody Notes",edp,marine,citrus,salty,fruity,aromatic,"m, uni",
Creed,amber woody,original santal creed,"Sandalwood, Cinnamon, Juniper Berries, Coriander","Lavender, Ginger, Rosemary, Petitgrain","Vanilla, Tonka Bean",edp,aromatic,warm spicy,woody,fresh spicy,vanilla,"m, uni",
Creed,chypre fruity,aventus for her creed,"Apple, Bergamot, Patchouli, Lemon, Pink Pepper, Violet","Musk, Rose, Sandalwood, Styrax","Black Currant, Peach, Amber, Ylang Ylang, Lilac",edp,fruity,woody,citrus,powdery,musky,"f, uni",
Creed,floral fruity,spring flower creed,"Apple, Melon, Peach","Jasmine, Rose","Musk, Ambergris",edp,fruity,fresh spicy,white floral,musky,aquatic,f,
Creed,floral green,fleurs de gardenia creed,"Galbanum, Pink Pepper, Black Currant","Gardenia, Lily of the valley, Peony, Jasmine, Rose","musk, cedar, patchouli",edp,white floral,floral,fresh,green,woody,f,
Creed,floral,fleurissimo creed,Bergamot,"Tuberose, Violet, Iris, Rose",Ambergris,edp,violet,tuberose,powdery,white floral,iris,f,
Creed,amber woody,himalaya creed,"Bergamot, Grapefruit, Lemon",Sandalwood,"Musk, Ambergris, Cedar",edp,citrus,woody,powdery,musky,amber,"m, uni",
Creed,floral,love in black creed,"Violet, Cedar, Wildflowers","Iris, Musk, Cloves","Black Currant, Rose",edp,powdery,violet,floral,woody,iris,f,
Creed,amber fougere,royal oud creed,"Pink Pepper, Lemon, Bergamot","Cedar, Angelica, Galbanum","Sandalwood, Agarwood(oud), Musk",edp,woody,musky,powdery,citrus,aromatic,m,
Creed,"amber floral, florienatal",royal princess oud creed,"Bergamot, Violet, Rose","Patchouli, Iris, Jasmine, Vanilla","Agarwood(oud), Sandalwood, Benzoin, Styrax",edp,powdery,woody,violet,citrus,patchouli,"f, uni",
Creed,citrus aromatic,neroli sauvage creed,"Bergamot, Grapefruit","Verbena, Neroli",Ambergris,edp,citrus,fresh spicy,amber,aromatic,xxxx,"m, uni",
Creed,amber woody,bois du portugal creed,Bergamot,Lavender,"Sandalwood, Cedar, Vetiver, Ambergris",edp,woody,aromatic,lavender,citrus,powdery,m,
Creed,floral,tubereuse indiana creed,Bergamot,Tuberose,"Ambergris, Vanilla",edp,tuberose,amber,animalic,white floral,vanilla,f,
Creed,floral,love in white for summer creed,"Magnolia, Bergamot, Rose","Rice, Iris, Cedar","Ambergris, Apple, Sandalwood, Jasmine",edp,floral,citrus,woody,amber,powdery,f,
Creed,chypre,erolfa creed,"Bergamot, Lime, Melon, Green Notes, Lemon, Violet, Caraway","Herbal Notes, Pine Tree, Ginger, Jasmine, Pepper, Cyclamen, Nutmeg Flower","Ambergris, Musk, Sandalwood, Oakmoss, Cedar",edp,citrus,woody,fresh spicy,amber,green,m,
Creed,floral green,white flowers creed,"Apple, Lemon, Violet Leaf","Jasmine, Rose, Geranium","Narcissus, Musk, Sandalwood",edp,green,white floral,yellow floral,citrus,aromatic,f,
Creed,amber vanilla,sublime vanille creed,"Vanilla, Vanilla Orchid",Tonka Bean,"Lemon, Bergamot, Musk",edp,vanilla,citrus,powdery,sweet,aromatic,"f, uni",
Creed,floral,wind flowers creed,"Jasmine, Peach, Orange Blossom","Jasmine Sambac, Rose, Tuberose","Musk, Praline, Orange Blossom, Iris, Sandalwood",edp,white floral,sweet,powdery,musky,woody,f,
Creed,"amber floral, florienatal",white amber creed,Fruity Notes,"Jasmine, Benzoin","Amber, Sandalwood",edp,white floral,amber,woody,fruity,powdery,"f, uni",
Creed,amber woody,spice and wood creed,"Apple, Lemon, Bergamot","Pepper, Birch, Clove, Angelica, Patchouli","Cedar, Iris, Oakmoss, Musk",edp,woody,fresh spicy,warm spicy,powdery,citrus,m,
Creed,aromatic fougere,viking cologne creed,"Mandarin Orange, Pink Pepper, Lemon, Bergamot","Lavender, Geranium, Nutmeg, Rosemary, Sage","Vetiver, Sandalwood, Cedar, Olibanum, Patchouli",cologne,aromatic,citrus,woody,fresh spicy,lavender,m,
Chloe,floral,chloe fleur de parfum chloe,"Verbena, Bergamot, Grapefruit","Rose, Cherry Blossom, Black Currant, Peach","Rice, White Musk, Cedar",edp,citrus,rose,floral,fresh spicy,fruity,f,
Chloe,floral,chloe roses de chloe chloe,"Litchi, Bergamot, Tarragon, Lemon","Rose, Magnolia, Cedar, Apple, Black Currant, Peach","White Musk, Amber, Woody Notes",edt,rose,floral,citrus,fruity,musky,f,
Chloe,floral,chloe eau de parfum chloe,"Peony, Litchi, Freesia","Rose, Lily of the Valley, Magnolia","Cedar, Amber",edp,floral,rose,fresh,fruity,xxxx,f,
Chloe,floral,love story eau sensuelle chloe,"Orange Blossom, Yuzu, Lemon, Pear","Heliotrope, Passion Flower","Musk, Sandalwood, Amber, Cedar",edp,citrus,powdery,white floral,sweet,floral,f,
Chloe,floral,chloe l'eau eau de toilette chloe,"Rose, Grapefruit, Litchi","Rose, Magnolia","Oakmoss, Cedar, Musk, Amber",edt,citrus,rose,floral,mossy,woody,f,
Chloe,chypre floral,nomade chloe,"Mirabelle, Bergamot, Lemon, Orange","Freesia, Peach, Jasmine, Rose","Oakmoss, Amberwood, Patchouli, White Musk, Sandalwood",edp,woody,citrus,fruity,mossy,earthy,f,
Chloe,chypre floral,nomade eau de toilette chloe,"Litchi, Mirabelle, Citruses","Freesia, Rose, Davana",Oakmoss,edt,mossy,fruity,floral,earthy,tropical,f,
Chloe,floral fruity,chloe rose tangerine chloe,"Tangerine, Black Currant",Rose,"Cedar, Amber",edt,rose,citrus,woody,fruity,floral,f,
Chloe,"amber floral, florienatal",chloe absolu de parfum chloe,Rose,"Rose, Patchouli",Vanilla,edp,rose,patchouli,vanilla,woody,warm spicy,f,
Chloe,floral,chloe eau de parfum naturelle chloe,"Citron, Black Currant","Rose, Neroli","Mimosa, Cedar",edp,rose,citrus,floral,yellow floral,woody,f,
Chloe,chypre fruity,nomade absolu de parfum chloe,Mirabelle,"Oakmoss, Davana","Sandalwood, Musk",edp,mossy,woody,fruity,earthy,aromatic,"f, uni",
Chloe,floral,love story eau de toilette chloe,Bergamot,"Orange Blossom, Plum Blossom, Nasturtium, Rose, Lily of the Valley, Green Notes",White Musk,edt,floral,white floral,citrus,green,fresh,f,
Chloe,floral,love story chloe,"Neroli, Pear, Bergamot, Grapefruit, Lemon","Orange Blossom, Stephanotis, Rose, Peach, Black Currant","Musk, Cedar, Cashmirwood, Patchouli",edp,white floral,citrus,musky,fruity,sweet,f,
Tom Ford,"amber floral, florienatal",black orchid tom ford,"Truffle, Gardenia, Black Currant, Ylang Ylang, Jasmine, Bergamot, Mandarin Orange, Lemon","Orchid, Spices, Gardenia, Fruity Notes, Ylang Ylang, Jasmine, Lotus","Chocolate, Vanilla, White Musk, Patchouli, Incense, Amber, Sandalwood, Vetiver",edp,warm spicy,earthy,woody,sweet,amber,"f, uni",
Tom Ford,amber woody,oud wood tom ford,xxxx,"Agarwood(oud), Rosewood, Sandalwood, Cardamom, Vanilla, Pepper, Vetiver, Tonka Bean, Amber",xxxx,edp,woody,oud,warm spicy,aromatic,vanilla,"m, uni",
Tom Ford,floral woody musk,white suede tom ford,"Thyme, Tea","Lily of the Valley, Saffron, Rose","Suede, Sandalwood, Musk, Amber, Olibanum",edp,musky,powdery,leather,warm spicy,white floral,"f, uni",
Tom Ford,leather,fucking fabulous tom ford,"Clary Sage, Lavender","Bitter Almond, Leather, Vanilla, Orris","Leather, Tonka Bean, Cashmeran, White Woods, Amber",edp,aromatic,vanilla,leather,almond,amber,"m, uni",
Tom Ford,amber vanilla,bitter peach tom ford,"Peach, Blood Orange, Cardamom, Heliotrope","Rum, Cognac, Davana, Jasmine","Patchouli, Vanilla, Sandalwood, Tonka Bean, Cashmeran, Benzoin, Styrax, Labdanum, Vetiver",edp,woody,warm spicy,amber,fruity,vanilla,"f, uni",
Tom Ford,"amber floral, florienatal",soleil blanc tom ford,"Pistachio, Bergamot, Cardamom, Pink Pepper","Tuberose, Ylang Ylang, Jasmine","Coconut, Amber, Tonka Bean, Benzoin",edp,coconut,white floral,sweet,tuberose,amber,"f, uni",
Tom Ford,chypre floral,rose prick tom ford,"Pepper, Tumeric",Rose,"Patchouli, Tonka Bean",edp,rose,warm spicy,patchouli,fresh spicy,earthy,"f, uni",
Tom Ford,woody spicy,grey vetiver tom ford,"Grapefruit, Orange Blossom, Sage","Nutmeg, Orris Root, Pimento","Vetiver, Woody Notes, Oakmoss, Amber",edp,woody,aromatic,citrus,earthy,fresh spicy,m,
Tom Ford,aromatic aquatic,costa azzurra tom ford,"Driftwood, Seawed, Agarwood(oud), Cardamom, Ambrette(Musk Mallow), Celery Seeds","Lemon, Cypress, Mandarin, Lavender, Myrtle, Artemisia","Incense, Oak, Vetiver, Olibanum, Mastic or Lentisque, Vanilla",edp,aromatic,woody,citrus,marine,fresh spicy,"m, uni",
Tom Ford,citrus aromatic,mandarino di amalfi tom ford,"Lemon, Grapefruit, Mint, Basil, Tarragon, Black Currant","Orange Blossom, Jasmine, Clary Sage, Shiso, Coriander, Black Pepper","Musk, Vetiver, Civet, Labdanum, Amber",edp,citrus,aromatic,white floral,fresh spicy,green,uni,
Tom Ford,"amber floral, florienatal",lost cherry tom ford,"Sour Cherry, Bitter Almond, Liquor","Sour Cherry, Plum, Rose, Jasmine","Tonka Bean, Vanilla, Peru Balsam, Cinnamon, Benzoin, Sandalwood, Cloves, Cedar, Patchouli",edp,sweet,aldehydic,cherry,nutty,fruity,"f, uni",
Tom Ford,leather,tuscan leather tom ford,"Raspberry, Saffron, Thyme","Olibanum, Jasmine","Leather, Suede, Woody Notes, Amber",edp,leather,fruity,animalic,sweet,amber,"m, uni",
Tom Ford,citrus aromatic,neroli portofino tom ford,"Bergamot, Mandarin Orange, Lemon, Bitter Orange, Lavender, Rosemarry, Myrtle","Orange Flower, Neroli, Jasmine, Pitosporum","Amber, Angelica, Ambrette(Musk Mallow)",edp,citrus,white floral,fresh spicy,aromatic,xxxx,uni,
Tom Ford,aromatic spicy,noir tom ford,"Violet, Pink Pepper, Caraway, Bergamot, Verbena","Iris, Rose, Pepper, Nutmeg, Geranium, Clary Sage","Patchouli, Amber, Vanilla, Civet, Leather, Opoponax, Benzoin, Vetiver, Styrax",edp,amber,powdery,fresh spicy,woody,patchouli,"m, uni",
Tom Ford,amber woody,santal blush tom ford,"Spices, Cinnamon, Caraway, Fenugreek, Carrot Seeds","Ylang Ylang, Jasmine, Rose","Sandalwood, Benzoin, Cedar, Musk, Agarwood(oud)",edp,woody,warm spicy,powdery,fresh spicy,musky,"f, uni",
Tom Ford,woody floral musk,tom ford for men tom ford,"Lemon Leaf, Ginger, Mandarin Orange, Bergamot, Basil, Violet Leaf","Tobacco, Pepper, Orange Blossom, Grapefruit Blossom","Amber, Cedar, Patchouli, Vetiver, Oakmoss, Leather, Cypriol Oil or Nagarmotha",edt,citrus,warm spicy,woody,fresh spicy,aromatic,m,
Tom Ford,chypre floral,caf? rose tom ford,"Rose, Saffron, Pepper","Rose, Coffee","Patchouli, Incense, Sandalwood, Amber",edp,warm spicy,rose,woody,amber,coffee,"f, uni",
Tom Ford,chypre,noir de noir tom ford,Saffron,"Rose, Truffle, Floral Notes","Patchouli, Vanilla, Agarwood(oud), Oakmoss",edp,earthy,rose,patchouli,warm spicy,vanilla,uni,
Tom Ford,"amber floral, florienatal",jasmin rouge tom ford,"Cinnamon, Ginger, Bergamot, Cardamom, Pepper, Mandarin Orange","Jasmine, Ylang Ylang, Neroli, Broom, Clary Sage","Amber, Woody Notes, Vanilla, Leather, Labdanum",edp,white floral,yellow floral,warm spicy,citrus,woody,f,
Tom Ford,"amber floral, florienatal",velvet orchid tom ford,"Rum, Honey, Mandarin Orange, Bergamot","Orchid, Jasmine, Heliotrope, Hyacinth, Rose, Narcissus, Magnolia, Orange Blossom","Vanilla, Myrrh, Suede, Sandalwood, Peru Blasam, Labdanum",edp,floral,sweet,powdery,amber,woody,f,
Tom Ford,"amber floral, florienatal",black orchid parfum tom ford,"Truffle, Plum","Rum, Ylang Ylang, Orchid",Patchouli,parfum,earthy,sweet,woody,yellow floral,patchouli,uni,
Tom Ford,floral aldehyde,metallique tom ford,"Aldehydes, Pepper, Bergamot","Heliotrope, Hawthorn, Lily of the Valley","Vanilla, Ambrette(Musk Mallow), Peru Balsam, Sandalwood",edp,vanilla,aldehydic,powdery,floral,fresh,"f, uni",
Tom Ford,aromatic fougere,beau de jour eau de parfum tom ford,Lavender,"Rosemary, Oakmoss, Mint, Basil, Geranium","Patchouli, Amber",edp,aromatic,fresh spicy,lavender,woody,green,m,
Tom Ford,leather,ombre leather parfum tom ford,"Violet Leaf, Cedar","Jasmine, Orris","Leather, Tobacco, Woody Notes",parfum,leather,woody,ozonic,animalic,white floral,"m, uni",
Tom Ford,aromatic fougere,lavender extreme tom ford,"Violet, Lemon","Lavender, Cinnamon, Geranium, Rose",Tonka Bean Coumarin,edp,aromatic,lavender,vanilla,warm spicy,sweet,uni,
Tom Ford,floral fruity,rose d'amalfi tom ford,"Pink Pepper, Bergamot, Mandarin",Rose,"Heliotrope, Almond",edp,almond,rose,floral,powdery,citrus,"f, uni",
Tom Ford,"amber floral, florienatal",rose de chine tom ford,Peony,Rose,"Myrrh, Labdanum",edp,amber,rose,floral,fresh,balsamic,"f, uni",
Tom Ford,leather,rose de russie tom ford,Pepper,Rose,"Leather, Woody Notes",edp,leather,rose,woody,fresh spicy,animalic,uni,
Tom Ford,woody spicy,venetian bergamot tom ford,"Bergamot, Ginger, Pepper, Pink Pepper","Gardenia, Ylang Ylang, Magnolia, Cedar, Pepperwood or Hercules Club","Sandalwood, Cashmeran, Tonka Bean, Amber",edp,woody,citrus,white floral,fresh spicy,warm spicy,"f, uni",
